,edge,edge_text
8664,(warns/Pd.so.|f--3s-/en (french/Ma/en (+/B.am/. security/Cc.s/en chief/Cc.s/en)) (of/Br.ma/en (+/B.am/. (+/B.am/. (+/B.am/. islamic/Cp.s/en state/Cp.s/en) plans/Cc.p/en) wave/Cc.s/en) (in/Br.ma/en attacks/Cc.p/en france/Cp.s/en))),French security chief warns Islamic State plans wave of attacks in France
8665,(warns/Pd.so.|f--3s-/en (in/Br.ma/en (+/B.am/. al/Cp.s/en qaeda/Cp.s/en) yemen/Cp.s/en) (of/Br.ma/en france/Cp.s/en (new/Ma/en attacks/Cc.p/en))),Al Qaeda in Yemen warns France of new attacks
8666,"(warns/Pd.so.|f--3s-/en (in/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en embassy/Cp.s/en) (,/J/en kabul/Cp.s/en afghanistan/Cp.s/en)) (of/Br.ma/en americans/Cp.p/en (imminent/Ma/en attack/Cc.s/en)))","U.S. Embassy in Kabul, Afghanistan, warns Americans of ‘imminent attack"
8667,(warns/Pd.so.|f--3s-/en (in/Br.ma/en (+/B.am/. us/Cp.s/en mission/Cc.s/en) (+/B.am/. saudi/Cp.s/en arabia/Cp.s/en)) (of/Br.ma/en citizens/Cc.p/en (+/B.am/. school/Cc.s/en shooting/Cc.s/en))),US mission in Saudi Arabia warns citizens of school shooting
8668,(warns/Pd.so.|f--3s-/en (in/Br.ma/en (at/Br.ma/en children/Cc.p/en risk/Cc.s/en) (in/Br.ma/en (christian/Ma/en (fundamentalist/Ma/en schools/Cc.p/en)) (the/Md/en uk/Cp.s/en))) (+/B.am/. government/Cc.s/en watchdog/Cc.s/en)),"Children 'at risk' in Christian fundamentalist schools the UK, warns government watchdog"
8669,"(warns/Pd.so.|f--3s-/en (in/Br.ma/en (in/Br.ma/en (an/Md/en (estimated/Mv.<pf----/en (200,000/M#/en (pregnant/Ma/en women/Cc.p/en)))) syria/Cp.s/en) (of/Br.ma/en need/Cc.s/en (urgent/Ma/en care/Cc.s/en))) unfpa/Cp.s/en)","An estimated 200,000 pregnant women Syria in need of urgent care, warns UNFPA"
8670,(warns/Pd.so.|f--3s-/en (in/Br.ma/en citizens/Cc.p/en ((isil/Ma/en besieged/Mv.<pf----/en) (+/B.am/. kobane/Cp.s/en (+/B.am/. face/Cm/en massacre/Cc.s/en)))) (to/Br.ma/en (+/B.am/. un/Cp.s/en envoy/Cc.s/en) syria/Cp.s/en)),"Citizens in ISIL-besieged Kobane face 'massacre', warns UN envoy to Syria"
8671,(warns/Pd.so.|f--3s-/en (israeli/Ma/en tv/Cc.s/en) foreigners/Cc.p/en),Israeli TV warns foreigners
8672,(warns/Pd.so.|f--3s-/en (of/Br.ma/en (high/Ma/en possibility/Cc.s/en) (with/Br.ma/en war/Cc.s/en (+/B.am/. north/Cp.s/en korea/Cp.s/en))) (new/Ma/en ((south/Ma/en korean/Ma/en) president/Cc.s/en))),"High possibility of war with North Korea, warns new South Korean president"
8673,(warns/Pd.so.|f--3s-/en (of/Br.ma/en (horrific/Ma/en levels/Cc.p/en) (in/Br.ma/en (+/B.am/. child/Cc.s/en abuse/Cc.s/en) (unsafe/Ma/en (+/B.am/. refugee/Cc.s/en camps/Cc.p/en)))) eu/Cp.s/en),"Horrific’ levels of child abuse in unsafe refugee camps, warns EU"
8674,(warns/Pd.so.|f--3s-/en (of/Br.ma/en family/Cc.s/en (poisoned/Mv.<pf----/en teen/Cc.s/en)) (other/Ma/en travellers/Cc.p/en)),Family of poisoned teen warns other travellers
8675,(warns/Pd.so.|f--3s-/en (on/Br.ma/en france/Cp.s/en (of/Br.ma/en (the/Md/en brink/Cc.s/en) (civil/Ma/en war/Cc.s/en))) (+/B.am/. (+/B.am/. intelligence/Cc.s/en chief/Cc.s/en) (+/B.am/. patrick/Cp.s/en calvar/Cp.s/en))),France 'on the brink of civil war' warns intelligence chief Patrick Calvar
8676,(warns/Pd.so.|f--3s-/en (pakistani/Ma/en media/Cc.p/en) (+/B.am/. (and/J/en government/Cm/en security/Cc.s/en) agencies/Cc.p/en)),Pakistani media warns government and security agencies
8677,(warns/Pd.so.|f--3s-/en (polish/Ma/en president/Cc.s/en) (of/Br.ma/en germany/Cp.s/en ('s/Bp.am/en putin/Cp.s/en (+/B.am/. empire/Cm/en ambitions/Cc.p/en)))),Polish president warns Germany of Putin's 'empire' ambitions
8678,(warns/Pd.so.|f--3s-/en (pro/Ma/en (-/Ma/en (likud/Ma/en (+/B.am/. campaign/Cc.s/en call/Cc.s/en)))) (of/Br.ma/en voters/Cc.p/en (+/B.am/. hussein/Cp.s/en obama/Cp.s/en))),Pro-Likud campaign call warns voters of 'Hussein Obama
8679,(warns/Pd.so.|f--3s-/en (russian/Ma/en (+/B.am/. tv/Cc.s/en news/Cc.s/en)) (+/B.am/. (+/B.am/. pokémon/Cp.s/en go/Cp.s/en) players/Cc.p/en)),Russian TV news warns Pokémon Go players
8680,(warns/Pd.so.|f--3s-/en (senior/Ma/en (+/B.am/. (israeli/Ma/en gov’t/C#/en) minister/Cc.s/en)) (of/Br.ma/en palestinians/Cp.p/en (third/Ma/en nakba/Cp.s/en))),Senior Israeli gov’t minister warns Palestinians of ‘third Nakba
8681,(warns/Pd.so.|f--3s-/en (sunni/Ma/en politician/Cc.s/en) (of/Br.ma/en u%2es%2e/Cp.s/en (in/Br.ma/en (mounting/Mv.|pg----/en (civilian/Ma/en casualties/Cc.p/en)) mosul/Cp.s/en))),Sunni politician warns U.S. of mounting civilian casualties in Mosul
8682,(warns/Pd.so.|f--3s-/en (the/Md/en (egyptian/Ma/en army/Cc.s/en)) (against/Jr.ma/en (all/Md/en parties/Cc.p/en) (disrupting/P.ox.|pg----/en (the/Md/en (difficult/Ma/en (+/B.am/. transition/Cc.s/en process/Cc.s/en))) (following/Pd.o.|pg----/en (of/Br.ma/en (the/Md/en removal/Cc.s/en) (+/B.am/. president/Cp.s/en morsi/Cp.s/en)))))),"The Egyptian army warns all parties against disrupting the ""difficult"" transition process following the removal of President Morsi"
8683,(warns/Pd.so.|f--3s-/en (the/Md/en (german/Ma/en chancellor/Cc.s/en)) (her/Mp/en partners/Cc.p/en)),the German chancellor warns her partners
8684,(warns/Pd.so.|f--3s-/en (to/Br.ma/en (+/B.am/. earth/Cc.s/en warming/Cc.s/en) (+/B.am/. climate/Cc.s/en (+/B.am/. tipping/Cc.s/en point/Cc.s/en))) study/Cc.s/en),"Earth warming to climate tipping point, warns study"
8685,(warns/Pd.so.|f--3s-/en (to/Br.ma/en (+/B.mm/. ('/M/en (new/Ma/en (+/B.am/. coal/Cc.s/en plants/Cc.p/en))) ((most/M^/en urgent/Ma/en) threat/Cc.s/en)) (the/Md/en planet/Cc.s/en)) (+/B.am/. oecd/Cp.s/en head/Cc.s/en)),"New coal plants 'most urgent' threat to the planet, warns OECD head"
8686,"(warns/Pd.so.|f--3s-/en (top/Ma/en (+/B.am/. us/Cp.s/en commander/Cc.s/en)) (,/J/en russia/Cp.s/en syria/Cp.s/en))","Top US commander warns Russia, Syria"
8687,(warns/Pd.so.|f--3s-/en (turkish/Ma/en (+/B.am/. airport/Cc.s/en sign/Cc.s/en)) (+/B.mm/. travellers/Cc.p/en (about/Jr.ma/en sweden/Cp.s/en (having/P.o.|pg----/en (worldwide/M/en (highest/Ms/en (+/B.am/. rape/Cc.s/en rate/Cc.s/en))))))),Turkish airport sign warns travellers about Sweden having 'highest rape rate worldwide
8688,(warns/Pd.so.|f--3s-/en (’s/Bp.am/en russia/Cp.s/en (foreign/Ma/en minister/Cc.s/en)) sweden/Cp.s/en),Russia’s foreign minister warns Sweden
8689,(warns/Pd.so.|f--3s-/en apc/Cp.s/en (of/Br.ma/en nigerians/Cp.p/en (over/Br.ma/en (fake/Ma/en consultants/Cc.p/en) (federal/Ma/en appointments/Cc.p/en)))),APC warns Nigerians of fake consultants over federal appointments
8690,(warns/Pd.so.|f--3s-/en archaeologist/Cp.s/en (urgent/Ma/en action/Cc.s/en)),Archaeologist warns urgent action
8691,(warns/Pd.so.|f--3s-/en australia/Cp.s/en (of/Br.ma/en (+/B.am/. indonesia/Cp.s/en travellers/Cc.p/en) (+/B.am/. (advanced/Ma/en (+/B.am/. stage/Cm/en '/C/en)) (+/B.am/. (+/B.am/. terror/Cc.s/en attack/Cc.s/en) plans/Cc.p/en)))),Australia warns Indonesia travellers of 'advanced stage' terror attack plans
8692,(warns/Pd.so.|f--3s-/en australia/Cp.s/en (of/Br.ma/en travelers/Cc.p/en (in/Br.ma/en (possible/Ma/en (militant/Ma/en attacks/Cc.p/en)) indonesia/Cp.s/en))),Australia warns travelers of possible militant attacks in Indonesia
8693,(warns/Pd.so.|f--3s-/en australia/Cp.s/en indonesia/Cp.s/en),Australia warns Indonesia
8694,(warns/Pd.so.|f--3s-/en beijing/Cp.s/en (over/Br.ma/en (+/B.am/. (+/B.am/. hong/Cp.s/en kong/Cp.s/en) radicals/Cc.p/en) (for/Br.ma/en calls/Cc.p/en independence/Cc.s/en))),Beijing warns Hong Kong radicals over calls for independence
8695,(warns/Pd.so.|f--3s-/en blair/Cp.s/en uk/Cp.s/en),Blair warns UK
8696,(warns/Pd.so.|f--3s-/en china/Cp.s/en ((away/M/en from/Br.ma/en) (philippine/Ma/en (military/Ma/en planes/Cc.p/en)) (disputed/Ma/en (+/B.am/. sea/Cc.s/en area/Cc.s/en)))),China warns Philippine military planes away from disputed sea area
8697,"(warns/Pd.so.|f--3s-/en china/Cp.s/en (,/J/en india/Cp.s/en (against/Br.ma/en us/Cp.s/en (by/Br.ma/en (of/Br.ma/en militarisation/Cc.s/en (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en)) (from/Br.ma/en countries/Cc.p/en (outside/Mt/en (the/Md/en area/Cc.s/en)))))))","China warns India, US against militarisation of South China Sea by countries from “outside the area"
8698,"(warns/Pd.so.|f--3s-/en china/Cp.s/en (,/J/en us/Cp.s/en (of/Br.ma/en korea/Cp.s/en (for/Br.ma/en consequences/Cc.p/en (+/B.am/. missile/Cc.s/en system/Cc.s/en)))))","China warns US, Korea of 'consequences' for missile system"
8699,(warns/Pd.so.|f--3s-/en china/Cp.s/en (for/Br.ma/en (indian/Ma/en media/Cc.p/en) (of/Br.ma/en (+/B.am/. sensationalising/C/en reports/Cc.p/en) (in/Br.ma/en incursion/Cc.s/en ladakh/Cp.s/en)))),China warns Indian media for sensationalising reports of incursion in Ladakh
8700,(warns/Pd.so.|f--3s-/en china/Cp.s/en (of/Br.ma/en (the/Md/en philippines/Cp.s/en) (in/Br.ma/en (a/Md/en (possible/Ma/en counterstrike/Cc.s/en)) (the/Md/en (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en))))),China warns the Philippines of a possible counterstrike in the South China Sea
8701,(warns/Pd.so.|f--3s-/en china/Cp.s/en (of/Br.ma/en india/Cp.s/en (amid/Br.ma/en (its/Mp/en resolve/Cc.s/en) (+/B.am/. border/Cc.s/en standoff/Cc.s/en)))),China warns India of its 'resolve' amid border standoff
8702,(warns/Pd.so.|f--3s-/en china/Cp.s/en (of/Br.ma/en taiwan/Cp.s/en (grave/Ma/en challenges/Cc.p/en))),China warns Taiwan of 'grave challenges
8703,(warns/Pd.so.|f--3s-/en china/Cp.s/en (over/Br.ma/en (prominent/Ma/en (+/B.am/. internet/Cc.s/en users/Cc.p/en)) (+/B.am/. kunming/Cp.s/en attack/Cc.s/en))),China warns prominent Internet users over Kunming attack
8704,(warns/Pd.so.|f--3s-/en church/Cc.s/en (on/Br.ma/en (+/B.am/. venezuela/Cp.s/en gov't/Cp.s/en) constitution/Cc.s/en)),Church warns Venezuela gov't on constitution
8705,(warns/Pd.so.|f--3s-/en erdogan/Cp.s/en (against/Br.ma/en opponents/Cc.p/en (challenging/Mv.|pg----/en (+/B.am/. referendum/Cc.s/en win/Cc.s/en)))),Erdogan warns opponents against challenging referendum win
8706,(warns/Pd.so.|f--3s-/en eu/Cp.s/en (of/Br.ma/en (3/M#/en countries/Cc.p/en) (over/Br.ma/en (legal/Ma/en action/Cc.s/en) (+/B.am/. refugee/Cc.s/en plan/Cc.s/en)))),EU warns 3 countries of legal action over refugee plan
8707,(warns/Pd.so.|f--3s-/en eu/Cp.s/en (of/Br.ma/en israel/Cp.s/en (new/Ma/en (+/B.am/. settlement/Cc.s/en units/Cc.p/en)))),EU warns Israel of new settlement units
8708,(warns/Pd.so.|f--3s-/en eu/Cp.s/en (of/Br.ma/en russia/Cp.s/en (possible/Ma/en sanctions/Cc.p/en))),EU warns Russia of possible sanctions
8709,(warns/Pd.so.|f--3s-/en eu/Cp.s/en (of/Br.ma/en russia/Cp.s/en (stern/Ma/en action/Cc.s/en))),EU warns Russia of stern action
8710,(warns/Pd.so.|f--3s-/en eu/Cp.s/en (on/Br.ma/en (eight/M#/en nations/Cc.p/en) (+/B.am/. budget/Cc.s/en deficit/Cc.s/en))),EU warns eight nations on budget deficit
8711,(warns/Pd.so.|f--3s-/en gchq/Cp.s/en (about/Br.ma/en politicians/Cc.p/en (russian/Ma/en (+/B.am/. hacking/Cc.s/en threat/Cc.s/en)))),GCHQ warns politicians about Russian hacking threat
8712,(warns/Pd.so.|f--3s-/en gop/Cp.s/en (and/J/en iran/Cp.s/en (+/B.am/. white/Cp.s/en house/Cp.s/en))),GOP warns Iran and White House
8713,(warns/Pd.so.|f--3s-/en greece/Cp.s/en europe/Cp.s/en),Greece warns Europe
8714,(warns/Pd.so.|f--3s-/en hamas/Cp.s/en youth/Cc.s/en),Hamas warns youth
8715,(warns/Pd.so.|f--3s-/en hezbollah/Cp.s/en (against/Br.ma/en (+/B.am/. lebanon/Cm/en (top/Ma/en clergy/Cc.p/en)) jerusalem/Cp.s/en)),Hezbollah warns Lebanon top clergy against Jerusalem
8716,(warns/Pd.so.|f--3s-/en india/Cp.s/en (in/Br.ma/en (+/B.am/. peacekeeping/Cc.s/en troops/Cc.p/en) (of/Br.ma/en (+/B.am/. dr/Cp.s/en congo/Cp.s/en) (+/B.am/. m23/Cc.s/en (+/B.am/. retaliatory/Cc.s/en strikes/Cc.p/en))))),India warns peacekeeping troops in DR Congo of M23 retaliatory strikes
8717,(warns/Pd.so.|f--3s-/en india/Cp.s/en (of/Br.ma/en kashmiris/Cp.s/en (possible/Ma/en (nuclear/Ma/en attack/Cc.s/en)))),India warns Kashmiris of possible nuclear attack
8718,(warns/Pd.so.|f--3s-/en ioc/Cp.s/en fifa/Cp.s/en),IOC warns FIFA
8719,(warns/Pd.so.|f--3s-/en iran/Cp.s/en (during/Br.ma/en (+/B.am/. off/Cp.s/en (+/B.am/. foreign/Cp.s/en planes/Cc.p/en)) (+/B.am/. naval/Cp.s/en drill/Cc.s/en))),Iran Warns Off Foreign Planes During Naval Drill
8720,"(warns/Pd.so.|f--3s-/en iran/Cp.s/en (for/Br.ma/en ready/Ca/en (with/Br.ma/en (decisive/Ma/en battle/Cc.s/en) (,/Mj/en us/Cp.s/en))))","Iran warns ready for ""decisive"" battle with US,"
8721,(warns/Pd.so.|f--3s-/en iran/Cp.s/en (of/Br.ma/en israel/Cp.s/en (+/B.am/. hezbollah/Cp.s/en rockets/Cc.p/en))),Iran warns Israel of Hezbollah rockets
8722,(warns/Pd.so.|f--3s-/en iran/Cp.s/en trump/Cp.s/en),Iran Warns Trump
8723,(warns/Pd.so.|f--3s-/en isis/Cp.s/en professors/Cc.p/en),ISIS warns professors
8724,(warns/Pd.so.|f--3s-/en israel/Cp.s/en (against/Jr.ma/en citizens/Cc.p/en (visiting/P.o.|pg----/en ('s/Bp.am/en egypt/Cp.s/en sinai/Cp.s/en)))),Israel warns citizens against visiting Egypt's Sinai
8725,(warns/Pd.so.|f--3s-/en israel/Cp.s/en (by/Br.ma/en (+/B.am/. gaza/Cp.s/en targets/Cc.p/en) (and/J/en phone/Cp.s/en leaflet/Cp.s/en))),Israel Warns Gaza Targets by Phone and Leaflet
8726,(warns/Pd.so.|f--3s-/en israel/Cp.s/en (of/Br.ma/en india/Cp.s/en (+/B.am/. (+/B.am/. al/Cp.s/en qaeda/Cp.s/en) (+/B.am/. security/Cc.s/en threat/Cc.s/en)))),Israel warns India al-Qaeda security threat of
8727,(warns/Pd.so.|f--3s-/en israel/Cp.s/en syria/Cp.s/en),Israel warns Syria
8728,(warns/Pd.so.|f--3s-/en italy/Cp.s/en (of/Br.ma/en india/Cp.s/en (to/Br.ma/en (european/Ma/en response/Cc.s/en) (+/B.am/. marines/Cc.p/en trial/Cc.s/en)))),Italy warns India of European response to marines trial
8729,(warns/Pd.so.|f--3s-/en jordan/Cp.s/en (of/Jr.ma/en un/Cp.s/en (crushing/P.x.|pg----/en (of/Br.ma/en weight/Cc.s/en (+/B.am/. syria/Cp.s/en refugees/Cc.p/en))))),Jordan warns UN of of 'crushing weight Syria refugees
8730,(warns/Pd.so.|f--3s-/en jordan/Cp.s/en (with/Br.ma/en (+/B.am/. settlements/Cc.p/en (may/Mm/en (+/B.am/. imperil/Cm/en treaty/Cc.s/en))) israel/Cp.s/en)),Jordan warns settlements may 'imperil' treaty with Israel
8731,(warns/Pd.so.|f--3s-/en kiev/Cp.s/en (of/Br.ma/en separatists/Cc.p/en actions/Cc.p/en)),Kiev warns separatists of 'actions
8732,(warns/Pd.so.|f--3s-/en libya/Cp.s/en (of/Br.ma/en (+/B.am/. u%2en%2e/Cp.s/en council/Cp.s/en) (into/Br.ma/en (possible/Ma/en slide/Cc.s/en) (civil/Ma/en war/Cc.s/en)))),Libya warns U.N. council of possible slide into civil war
8733,(warns/Pd.so.|f--3s-/en libya/Cp.s/en (of/Br.ma/en (+/B.am/. united/Cp.s/en nations/Cp.s/en) (into/Br.ma/en (possible/Ma/en slide/Cc.s/en) (civil/Ma/en war/Cc.s/en)))),Libya warns United Nations of possible slide into civil war
8734,(warns/Pd.so.|f--3s-/en m23/Cp.s/en (+/B.am/. drc/Cp.s/en army/Cp.s/en)),M23 warns DRC Army
8735,(warns/Pd.so.|f--3s-/en manchester/Cp.s/en (after/Br.ma/en (at/Br.ma/en (for/Br.ma/en funding/Cc.s/en (+/B.am/. wonder/Cm/en (material/Ma/en graphene/Cc.s/en))) risk/Cc.s/en) brexit/Cp.s/en)),"Manchester warns funding for ""wonder material"" graphene at risk after Brexit"
8736,(warns/Pd.so.|f--3s-/en merkel/Cp.s/en (over/Br.ma/en ('s/Bp.am/en uk/Cp.s/en cameron/Cp.s/en) (+/B.am/. eu/Cp.s/en immigration/Cc.s/en))),Merkel warns UK's Cameron over EU immigration
8737,(warns/Pd.so.|f--3s-/en merkel/Cp.s/en (over/Br.ma/en (’s/Bp.am/en china/Cp.s/en (+/B.am/. xi/Cp.s/en jinping/Cp.s/en)) (free/Ma/en expression/Cc.s/en))),Merkel warns China’s Xi Jinping over free expression
8738,(warns/Pd.so.|f--3s-/en mexico/Cp.s/en (+/B.mm/. firms/Cc.p/en ((not/Mn/en in/Jr.ma/en) (their/Mp/en interest/Cc.s/en) ((to/Mi/en build/P.o.-i-----/en) (+/B.am/. border/Cc.s/en wall/Cc.s/en))))),Mexico warns firms not in their interest to build border wall
8739,(warns/Pd.so.|f--3s-/en microsoft/Cp.s/en (of/Br.ma/en users/Cc.p/en (+/B.am/. hacker/Cc.s/en attacks/Cc.p/en))),Microsoft warns users of hacker attacks
8740,(warns/Pd.so.|f--3s-/en netanyahu/Cp.s/en (of/Br.ma/en iranians/Cp.p/en ((very/M/en bad/Ma/en) (nuclear/Ma/en deal/Cc.s/en)))),Netanyahu warns Iranians of 'very bad' nuclear deal
8741,(warns/Pd.so.|f--3s-/en netanyahu/Cp.s/en supporters/Cc.p/en),Netanyahu warns supporters
8742,(warns/Pd.so.|f--3s-/en obama/Cp.s/en (in/Br.ma/en (of/Br.ma/en ('s/Bp.am/en russia/Cp.s/en putin/Cp.s/en) quagmire/Cc.s/en) syria/Cp.s/en)),Obama warns Russia's Putin of 'quagmire' in Syria
8743,(warns/Pd.so.|f--3s-/en oecd/Cp.s/en (on/Br.ma/en governments/Cc.p/en (and/J/en (rising/Mv.|pg----/en inequality/Cc.s/en) (social/Ma/en divisions/Cc.p/en)))),OECD warns governments on rising inequality and social divisions
8744,(warns/Pd.so.|f--3s-/en pakistan/Cp.s/en ('s/Bp.am/en trump/Cp.s/en generals/Cc.p/en)),Pakistan warns Trump's generals
8745,(warns/Pd.so.|f--3s-/en pakistan/Cp.s/en india/Cp.s/en),Pakistan warns India
8746,(warns/Pd.so.|f--3s-/en pope/Cp.s/en (against/Br.ma/en (kenyan/Ma/en youths/Cc.p/en) (of/Br.ma/en sugar/Cc.s/en corruption/Cc.s/en))),Pope warns Kenyan youths against sugar of corruption
8747,"(warns/Pd.so.|f--3s-/en putin/Cp.s/en (against/Br.ma/en (european/Ma/en leaders/Cc.p/en) (,/J/en aggression/Cc.s/en (and/J/en egotism/Cc.s/en (overweening/Ma/en ambition/Cc.s/en)))))","Putin warns European leaders against aggression, egotism and overweening ambition"
8748,(warns/Pd.so.|f--3s-/en putin/Cp.s/en (of/Br.ma/en europe/Cp.s/en (+/B.am/. (+/B.am/. gas/Cc.s/en row/Cc.s/en) fallout/Cc.s/en))),Putin warns Europe of gas row fallout
8749,(warns/Pd.so.|f--3s-/en putin/Cp.s/en (of/Br.ma/en ukraine/Cp.s/en (against/Br.ma/en (military/Ma/en operation/Cc.s/en) (own/Ma/en people/Cc.p/en)))),Putin warns Ukraine of military operation against own people
8750,(warns/Pd.so.|f--3s-/en russia/Cp.s/en (+/B.am/. ukraine/Cp.s/en opposition/Cc.s/en)),Russia warns Ukraine opposition
8751,(warns/Pd.so.|f--3s-/en russia/Cp.s/en (+/B.mm/. (+/B.am/. (+/B.am/. uk/Cp.s/en litvinenko/Cp.s/en) inquiry/Cc.s/en) (may/Mm/en (+/B.am/. poison/Cm/en ties/Cc.p/en)))),Russia warns UK Litvinenko inquiry may 'poison' ties
8752,(warns/Pd.so.|f--3s-/en russia/Cp.s/en (gay/Ma/en athletes/Cc.p/en)),Russia warns gay athletes
8753,(warns/Pd.so.|f--3s-/en russia/Cp.s/en (of/Br.ma/en europe/Cp.s/en (over/Br.ma/en (+/B.am/. gas/Cc.s/en cuts/Cc.p/en) ukraine/Cp.s/en))),Russia warns Europe of gas cuts over Ukraine
8754,"(warns/Pd.so.|f--3s-/en russia/Cp.s/en (on/Br.ma/en (,/J/en google/Cp.s/en (and/J/en twitter/Cp.s/en facebook/Cp.s/en)) (+/B.am/. law/Cc.s/en violations/Cc.p/en)))","Russia warns Google, Twitter and Facebook on law violations"
8755,(warns/Pd.so.|f--3s-/en russia/Cp.s/en (over/Br.ma/en ((us/Ma/en led/Mv.<pf----/en) coalition/Cc.s/en) (of/Br.ma/en downing/Cc.s/en (syrian/Ma/en jet/Cc.s/en)))),Russia warns US-led coalition over downing of Syrian jet
8756,(warns/Pd.so.|f--3s-/en russia/Cp.s/en ukraine/Cp.s/en),Russia warns Ukraine
8757,"(warns/Pd.so.|f--3s-/en turkey/Cp.s/en (,/J/en twitter/Cp.s/en (of/Br.ma/en facebook/Cp.s/en (fresh/Ma/en ban/Cc.s/en))))","Turkey warns Twitter, Facebook of fresh ban"
8758,(warns/Pd.so.|f--3s-/en turkey/Cp.s/en germany/Cp.s/en),Turkey warns Germany
8759,(warns/Pd.so.|f--3s-/en twitter/Cp.s/en (+/B.am/. news/Cc.s/en organisations/Cc.p/en)),Twitter warns news organisations
8760,(warns/Pd.so.|f--3s-/en twitter/Cp.s/en (of/Br.ma/en (some/Md/en users/Cc.p/en) (possible/Ma/en ((state/M/en sponsored/Mv.<pf----/en) (cyber/Ma/en attack/Cc.s/en))))),Twitter warns some users of possible state-sponsored cyber attack
8761,(warns/Pd.so.|f--3s-/en twitter/Cp.s/en (of/Br.ma/en (some/Md/en users/Cc.p/en) (possible/Ma/en (+/B.am/. government/Cm/en hacking/Cc.s/en)))),Twitter warns some users of possible 'government' hacking
8762,(warns/Pd.so.|f--3s-/en twitter/Cp.s/en (of/Br.ma/en companies/Cc.p/en (by/Br.ma/en (possible/Ma/en hack/Cc.s/en) (foreign/Ma/en governments/Cc.p/en)))),Twitter warns companies of possible hack by foreign governments
8763,(warns/Pd.so.|f--3s-/en u%2en%2e/Cp.s/en (+/B.mm/. more/Ca/en (than/Jr.ma/en (military/Ma/en spending/Cc.s/en) (needed/P.x.<pf----/en ((to/Mi/en fight/Pd.o.-i-----/en) terrorism/Cc.s/en))))),U.N. warns more than military spending needed to fight terrorism
8764,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (against/Br.ma/en countries/Cc.p/en (+/B.am/. snowden/Cp.s/en travel/Cc.s/en))),U.S. warns countries against Snowden travel
8765,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (and/J/en (in/Br.ma/en (american/Ma/en travelers/Cc.p/en) russia/Cp.s/en) (+/B.am/. border/Cc.s/en region/Cc.s/en))),"U.S. warns American travelers in Russia, and border region"
8766,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (for/Br.ma/en (foreign/Ma/en allies/Cc.p/en) (upcoming/Ma/en (+/B.am/. snowden/Cp.s/en leaks/Cc.p/en)))),U.S. warns foreign allies for upcoming Snowden leaks
8767,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (of/Br.ma/en businesses/Cc.p/en (against/Br.ma/en (+/B.am/. hacking/C/en campaign/Cc.s/en) (nuclear/Ma/en (+/B.am/. energy/Cc.s/en firms/Cc.p/en))))),"U.S. warns businesses of hacking campaign against nuclear, energy firms"
8768,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (out/Br.ma/en outbreak/Cc.s/en (+/B.mm/. of/C/en control/Cc.s/en))),U.S. warns outbreak out of control
8769,(warns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en abbas/Cp.s/en),U.S. warns Abbas
8770,(warns/Pd.so.|f--3s-/en uk/Cp.s/en (about/Br.ma/en (gay/Ma/en travellers/Cc.p/en) (+/B.am/. us/Cm/en (anti/Ma/en (-/Ma/en (lgbt/Ma/en laws/Cc.p/en)))))),UK warns gay travellers about US anti-LGBT laws
8771,(warns/Pd.so.|f--3s-/en uk/Cp.s/en (against/Br.ma/en meps/Cc.p/en (on/Br.ma/en (evangelical/Ma/en attack/Cc.s/en) (+/B.am/. eu/Cp.s/en (+/B.am/. development/Cc.s/en aid/Cc.s/en))))),UK warns MEPs against evangelical attack on EU development aid
8772,(warns/Pd.so.|f--3s-/en un/Cp.s/en ('/Bp.am/en (+/B.am/. bath/Cc.s/en salts/Cc.p/en) (new/Ma/en (+/B.am/. drug/Cc.s/en scourge/Cc.s/en)))),UN warns 'bath salts' new drug scourge
8773,(warns/Pd.so.|f--3s-/en un/Cp.s/en (+/B.mm/. (+/B.am/. saudi/Cp.s/en arabia/Cp.s/en) (and/J/en militias/Cc.p/en (+/B.am/. houthi/Cp.s/en rebels/Cc.p/en)))),"UN warns Saudi Arabia, militias and Houthi rebels"
8774,(warns/Pd.so.|f--3s-/en us/Cp.s/en (+/B.mm/. (+/B.am/. (2016/M#/en euro/Cm/en) (+/B.am/. soccer/Cc.s/en tourney/Cc.s/en)) (possible/Ma/en (+/B.am/. terror/Cc.s/en target/Cc.s/en)))),US warns Euro 2016 soccer tourney possible terror target
8775,(warns/Pd.so.|f--3s-/en us/Cp.s/en (+/B.mm/. (over/Br.ma/en (+/B.am/. nato/Cp.s/en ally/Cc.s/en) france/Cp.s/en) (+/B.am/. russia/Cp.s/en (+/B.am/. (+/B.am/. mistral/Cp.s/en carrier/Cp.s/en) deal/Cp.s/en)))),US warns NATO ally France over Russia Mistral-Carrier Deal
